image_id,count
20140719112959,63667
20140719113025,98787
20140719113109,125617
20140719113139,98636
20140719113219,10518
20140719113319,10041
20140719113359,103345
20140719113431,122581
20140719113456,176899
20140719113526,172496
20140719113606,4722
20140719113749,56052
20140719113813,121009
20140719113839,163167
20140719113911,124011
20140719113951,5961
20140719114131,94310
20140719114202,106187
20140719114228,124135
20140719114300,129961
20140719114340,8762
20140719114440,7640
20140719114520,75451
20140719114545,113380
20140719114616,129210
20140719114646,171769
20140719114728,3169
20140719114908,76566
20140719114939,115037
20140719115004,199071
20140719115035,190097
20140719115115,7186
20140719115255,74475
20140719115321,124765
20140719115346,152828
20140719115416,138168
20140719115456,10322
20140719115556,9150
20140719115637,102217
20140719115708,195727
20140719115733,234783
20140719115808,209772
20140719115847,4892
20140719115948,4349
20140719120028,78707
20140719120053,178461
20140719120118,232250
20140719120149,315354
20140719120410,83199
20140719120442,147286
20140719120507,292931
20140719120539,296233
20140719120800,179283
20140719120830,177967
20140719120855,276479
20140719120926,284147
20140719121148,128360
20140719121214,303171
20140719121239,364611
20140719121310,370712
20140719121450,6514
20140719121530,119993
20140719121555,165931
20140719121620,286697
20140719121652,279401
20140719121912,56734
20140719121938,147228
20140719122007,244768
20140719122258,73719
20140719122329,123966
20140719122354,278432
20140719122424,364706
20140719122645,73628
20140719122719,148901
20140719122744,329839
20140719122815,293068
20140719123035,53320
20140719123106,114139
20140719123130,198228
20140719123200,273377
20140719123241,15630
20140719123421,83676
20140719123452,133711
20140719123518,259780
20140719123548,352144
20140719125111,90209
20140719125141,232516
20140719125206,342460
20140719125236,388069
20140719125457,49047
20140719125528,69366
20140719125554,170603
20140719125644,317062
20140719125905,143319
20140719125936,256975
20140719130001,465762
20140719130031,434505
20140719130252,106171
20140719130319,132200
20140719130344,280449
20140719130638,71264
20140719130704,311476
20140719130729,304992
20140719130800,337578
20140719131020,103975
20140719131046,236358
20140719131111,248180
20140719131143,232656
20140719131223,14830
20140719131323,18362
20140719131403,165240
20140719131430,295509
20140719131500,334427
20140719131530,240089
20140719131610,11535
20140719131750,136964
20140719131822,183391
20140719131847,205964
20140719131919,192780
20140719131959,20101
20140719132059,16774
20140719132139,137232
20140719132204,120039
20140719132236,232346
20140719132306,162592
20140719132347,19540
20140719132449,15032
20140719132529,104835
20140719132554,135830
20140719132626,225512
20140719132656,172142
20140719132737,17440
20140719132838,17477
20140719132918,85939
20140719132948,131113
20140719133013,149792
20140719133043,136036
20140719133124,18843
20140719133224,20422
20140719133304,93660
20140719133336,134759
20140719133401,147801
20140719133431,97889
20140719135944,7571
20140719140044,5811
20140719140125,41095
20140719140154,76515
20140719140219,88341
20140719140251,83670
20140719140332,7736
20140719140432,7249
20140719140512,39813
20140719140543,58766
20140719140609,81391
20140719140639,61639
20140719140719,7820
20140719140819,7097
20140719140900,33616
20140719140932,45181
20140719140957,89958
20140719141029,39872
20140719141109,6842
20140719141210,8652
20140719141250,52332
20140719141315,60511
20140719141340,67255
20140719141411,67376
20140719141451,9771
20140719141550,6574
20140719141631,41697
20140719141702,48681
20140719141727,58048
20140719141800,65778
20140719141840,6640
20140719141940,6186
20140719142020,44569
20140719142051,60929
20140719142117,56695
20140719142147,54022
20140719142227,6430
20140719142330,5909
20140719142410,24515
20140719142435,22781
20140719142505,43346
20140719142535,39123
20140719142615,6130
20140719142717,7063
20140719142758,36811
20140719142823,41366
20140719142849,44960
20140719142919,43763
20140719142959,6059
20140719143100,6358
20140719143141,25286
20140719143210,36519
20140719143235,45835
20140719143306,39100
20140719143346,4925
20140719143446,3694
20140719143526,19016
20140719143558,25104
20140719143623,37947
20140719143653,35408
20140719143734,5172
20140719143834,4479
20140719143914,24919
20140719143946,21621
20140719144012,33828
20140719144042,23971
20140719144122,5668
20140719144224,5027
20140719144305,17896
20140719144335,19733
20140719144400,33663
20140719144430,26406
20140719144510,4229
20140719144611,3712
20140719144651,18941
20140719144716,25263
20140719144741,23027
20140719144811,17094
20140719144851,4114
20140719144951,3680
20140719145031,14147
20140719145103,19986
20140719145128,27294
20140719145159,20546
20140719145238,5168
20140719145339,4393
20140719145419,15112
20140719145444,20681
20140719145515,34382
20140719145547,13822
20140719145627,4243
20140719145727,3515
20140719145807,12517
20140719145838,15477
20140719145904,23884
20140719145934,17689
20140719150014,4285
20140719150115,3985
20140719150155,13069
20140719150227,16160
20140719150252,23925
20140719150322,25939
20140719150403,4326
20140719150503,4081
20140719150543,17262
20140719150612,19941
20140719150638,25200
20140719150708,21029
20140719150748,5135
20140719150849,4620
20140719150929,17886
20140719150954,23028
20140719151019,25809
20140719151051,18497
20140719151131,4172
20140719151232,3490
20140719151312,12355
20140719151343,12354
20140719151408,15766
20140719151440,22617
20140719151520,3817
20140719151620,3230
20140719151701,12440
20140719151730,16700
20140719151755,17715
20140719151826,14376
20140719151906,3563
20140719152006,3982
20140719152046,10425
20140719152119,16721
20140719152145,18871
20140719152217,11603
20140719152257,3234
20140719152358,3407
20140719152438,10943
20140719152504,11886
20140719152604,15908
20140719152644,2999
20140719152744,3171
20140719152825,10291
20140719152854,10306
20140719152920,16540
20140719152950,15208
20140719155000,2198
20140719155040,7957
20140719155112,10527
20140719155137,10696
20140719155208,12560
20140719155248,2137
20140719155349,2099
20140719155429,9448
20140719155458,10694
20140719155523,14763
20140719155553,11806
20140719155634,2600
20140719155736,2346
20140719155816,9484
20140719155841,11697
20140719155906,17842
20140719155937,14605
20140719160017,2292
20140719160117,2330
20140719160158,8493
20140719160223,9106
20140719160248,11196
20140719160319,10541
20140719160359,2724
20140719160459,2148
20140719160539,6422
20140719160611,6961
20140719160636,12224
20140719160707,15723
20140719160747,2855
20140719160847,2086
20140719160927,7505
20140719160957,9701
20140719161022,15237
20140719161054,9834
20140719161134,2440
20140719161235,2648
20140719161315,10130
20140719161339,8475
20140719161405,7858
20140719161435,7653
20140719161515,2208
20140719161615,1858
20140719161655,5769
20140719161721,9286
20140719161746,12847
20140719161818,12973
20140719161858,1946
20140719162001,2357
20140719162041,8446
20140719162106,6636
20140719162138,9914
20140719162208,10590
20140719162248,2606
20140719162349,1953
20140719162429,7296
20140719162459,6094
20140719162525,9117
20140719162554,7821
20140719162636,1995
20140719162736,2225
20140719162816,7144
20140719162845,10197
20140719162910,10147
20140719162941,9274
20140719163021,2890
20140719163121,2816
20140719163201,6147
20140719163233,6746
20140719163258,8256
20140719163330,10349
20140719163410,2314
20140719163510,2083
20140719163550,6465
20140719163621,7921
20140719163646,6275
20140719163717,7154
20140719163757,1919
20140719163858,2030
20140719163938,5379
20140719164009,9150
20140719164034,11149
20140719164104,11750
20140719164144,1923
20140719164244,2187
20140719164324,6643
20140719164356,7724
20140719164422,9051
20140719164455,9501
20140719164535,2095
20140719164635,1898
20140719164746,5031
20140719164811,6753
20140719164841,8332
20140719164921,1580
20140719165023,1410
20140719165104,5727
20140719165135,5054
20140719165200,8143
20140719165230,6511
20140719165310,1460
20140719165411,1873
20140719165451,5565
20140719165523,6642
20140719165548,6685
20140719165618,6448
20140719165657,1403
20140719165759,1252
20140719165840,4866
20140719165911,5564
20140719165936,8533
20140719170006,6544
20140719170046,1483
20140719170146,1605
20140719170226,4691
20140719170258,5643
20140719170323,8083
20140719170354,7677
20140719170434,1517
20140719170534,1598
20140719170614,4616
20140719170644,4409
20140719170709,5683
20140719170742,5439
20140719170821,1654
20140719170921,1419
20140719171002,4802
20140719171034,4770
20140719171059,6784
20140719171130,8103
20140719171210,1498
20140719171310,1384
20140719171351,4480
20140719171423,6018
20140719171448,7993
20140719171519,7764
20140719171559,1432
20140719171701,1701
20140719171741,4396
20140719171806,5297
20140719171832,7198
20140719171902,6188
20140719173536,1728
20140719173636,1278
20140719173717,3837
20140719173749,5375
20140719173814,7288
20140719173845,6302
20140719173926,1628
20140719174026,1439
20140719174106,4653
20140719174137,5929
20140719174203,7152
20140719174233,7464
20140719174314,1713
20140719174414,1603
20140719174454,4250
20140719174526,5723
20140719174551,8294
20140719174621,7749
20140719174701,1502
20140719174802,1716
20140719174842,4105
20140719174911,5072
20140719174936,7565
20140719175006,7399
20140719175046,1381
20140719175147,1623
20140719175227,4241
20140719175253,5025
20140719175318,7574
20140719175348,7303
20140719175428,1747
20140719175528,1801
20140719175608,4490
20140719175640,6356
20140719175706,7659
20140719175735,6919
20140719175815,1443
20140719175915,1233
20140719175956,4035
20140719180027,5563
20140719180052,6683
20140719180124,6593
20140719180204,1391
20140719180304,1170
20140719180344,3221
20140719180416,5214
20140719180442,6831
20140719180511,6850
20140719180552,1400
20140719180652,1204
20140719180733,3959
20140719180758,4663
20140719180830,7089
20140719180901,7153
20140719180941,1847
20140719181042,1565
20140719181122,4518
20140719181147,5895
20140719181212,7887
20140719181242,7528
20140719181322,1335
20140719181423,1224
20140719181502,3698
20140719181534,4521
20140719181600,5988
20140719181632,7005
20140719181712,1345
20140719181812,1244
20140719181853,4029
20140719181922,4188
20140719181947,6139
20140719182017,6508
20140719182057,1153
20140719182158,1081
20140719182238,3335
20140719182303,4382
20140719182335,5503
20140719182405,5909
20140719182445,1145
20140719182545,1249
20140719182625,3639
20140719182656,3553
20140719182722,5220
20140719182752,5720
20140719182833,1088
20140719182935,984
20140719183016,3224
20140719183110,5491
20140719183141,5866
20140719183720,1000
20140719183820,880
20140719183900,3089
20140719183931,3645
20140719183956,5035
20140719184029,5716
20140719184109,1204
20140719184209,1107
20140719184249,3426
20140719184319,4731
20140719184344,5505
20140719184415,6130
20140719184949,1160
20140719185050,1194
20140719185130,3145
20140719185201,4234
20140719185226,5589
20140719185258,5885
20140719185438,1136
20140719185518,3205
20140719185544,3879
20140719185614,5763
20140719185644,6157
20140719185824,1024
20140719185905,2914
20140719185935,3540
20140719190001,5197
20140719190031,5124
20140719190112,988
20140719190212,951
20140719190252,3263
20140719190324,3770
20140719190349,5956
20140719190419,6055
20140719191227,1077
20140719191327,998
20140719191408,2880
20140719191440,3894
20140719191505,5387
20140719191538,5586
20140719191636,1059
20140719191736,1238
20140719191816,3745
20140719191848,4768
20140719191913,5650
20140719191945,6563
20140719192025,1239
20140719192125,1188
20140719192205,3361
20140719192235,4172
20140719192300,6926
20140719192332,6778
20140719192426,1117
20140719192526,1041
20140719192607,2901
20140719192633,4130
20140719192658,5108
20140719192728,5790
20140719192825,1306
20140719192925,1181
20140719193005,3676
20140719193035,4983
20140719193100,7109
20140719193130,7542
20140720090512,2269
20140720090612,1572
20140720090653,6035
20140720091000,1514
20140720091245,1693
20140720091426,7233
20140720091523,13204
20140720091553,10032
20140720091940,9621
20140720092121,1875
20140720092202,6628
20140720092231,9313
20140720092326,8935
20140720092934,7401
20140720093005,13564
20140720093628,2135
20140720093708,8641
20140720093738,11798
20140720094014,2112
20140720094054,11396
20140720094124,12047
20140720094149,14581
20140720095952,10990
20140720100023,15069
20140720100049,19143
20140720100119,22679
20140720100159,2348
20140720100259,2641
20140720100340,16413
20140720100411,15880
20140720100437,20357
20140720100508,23584
20140720100648,2165
20140720100728,14376
20140720100825,29953
20140720100855,30643
20140720100935,4296
20140720101036,2419
20140720101116,17831
20140720101142,17992
20140720101214,35183
20140720101326,3577
20140720101425,3369
20140720101603,28690
20140720101635,36826
20140720101716,1963
20140720113903,5196
20140720114040,150056
20140720114113,138642
20140720115242,4471
20140720115422,52237
20140720115548,117847
20140720115728,5553
20140720115808,91922
20140720115840,108905
20140720121704,35407
20140720122602,178978
20140720123212,75514
20140720123237,120577
20140720123309,216530
20140720123340,268553
20140720125314,185541
20140720125344,229766
20140720125604,86841
20140720125636,204686
20140720125702,217670
20140720125732,241137
20140720125953,143515
20140720130025,239724
20140720130050,238731
20140720130120,293853
20140720130413,179686
20140720130438,231126
20140720130754,133045
20140720130931,14017
20140720131111,91843
20140720131136,138072
20140720131207,178177
20140720131239,152302
20140720131319,9983
20140720131500,100668
20140720131525,128700
20140720131555,195863
20140720131645,155375
20140720131725,11990
20140720131825,10473
20140720131905,78122
20140720131937,116072
20140720132002,163100
20140720132032,164140
20140720132112,16941
20140720132214,15350
20140720132254,104812
20140720132323,96292
20140720132349,146199
20140720132421,178872
20140720132501,14071
20140720132841,16748
20140720132942,13670
20140720133022,88364
20140720133535,74831
20140720151227,6075
20140720170209,1240
20140720170309,1160
20140720172241,3272
20140720172335,5767
20140720172448,1122
20140720172549,1030
20140720173407,3414
20140720174758,1004
20140720174900,939
20140720174940,2828
20140720175005,2921
20140720175031,4125
20140720175101,4180
20140720175141,836
20140720175242,618
20140720175322,2758
20140720175352,3211
20140720175417,3885
20140720175449,4823
20140720175529,1009
20140720180226,4881
20140720180654,1145
20140720180753,1002
20140720180834,2997
20140720180859,3347
20140720180931,4414
20140720181000,4911
20140720181141,685
20140720181246,2832
20140720181312,4444
20140720181342,4050
20140720181603,2630
20140720181633,2759
20140720181658,4031
20140720181730,4239
20140720181910,680
20140720181950,2653
20140720182016,3328
20140720182046,3906
20140720182116,5036
20140720182156,873
20140720182256,844
20140720182336,2555
20140720182408,3582
20140720182434,4638
20140720182504,4954
20140720182544,958
20140720182646,827
20140720182726,3250
20140720182752,3733
20140720182817,5042
20140720182847,5967
20140720184558,899
20140720184658,853
20140720184738,2876
20140720184807,3618
20140720184832,5258
20140720184902,4821
20140720184943,1100
20140720185044,971
20140720185124,2717
20140720185153,3025
20140720185218,4205
20140720185249,5320
20140720185329,1029
20140720185429,853
20140720185509,2973
20140720185541,3906
20140720185606,4939
20140720185636,5278
20140720185817,660
20140720185857,2643
20140720185929,4017
20140720185955,4295
20140720190025,5564
20140720190105,873
20140720190205,880
20140720190245,2881
20140720190317,3371
20140720190342,4472
20140720190413,4760
20140720190453,952
20140720190553,719
20140720190634,2627
20140720190705,3050
20140720190731,3899
20140720190801,4674
20140720190841,832
20140720190941,675
20140720191022,2214
20140720191052,2681
20140720191117,3610
20140720191149,3741
20140720191229,678
20140720191331,633
20140720191412,2220
20140720191444,2671
20140720191509,3735
20140720191541,4247
20140720191621,760
20140720191721,631
20140720191801,2179
20140720191833,2512
20140720191858,3798
20140720191931,5100
20140720192159,750
20140720192239,2425
20140720192305,2783
20140720192330,3358
20140720192402,3431
20140720192528,747
20140720192629,677
20140720192709,2736
20140720192742,2708
20140720192807,3917
20140720192837,4234
20140720193057,702
20140720193137,2381
20140720193203,2784
20140721135457,7872
20140721135709,72704
20140721135735,73009
20140721135805,89573
20140721135845,7999
20140721140026,43522
20140721140057,58264
20140721140153,84482
20140721140233,10349
20140721140333,9327
20140721140413,59853
20140721140622,9186
20140721140722,8611
20140721140803,42858
20140721143845,5710
20140721143945,4980
20140721144027,20308
20140721144053,27497
20140721144124,31407
20140721144154,36403
20140721144235,6584
20140721144335,5811
20140721144416,22328
20140721144448,25549
20140721144514,31813
20140721144544,31273
20140721144624,6136
20140721144725,6518
20140721144805,20248
20140721144837,23832
20140721144902,33309
20140721144933,33516
20140721145014,6071
20140721145114,5427
20140721145155,20000
20140721145225,26575
20140721145251,32179
20140721145321,32035
20140721145402,6541
20140721145502,5876
20140721145543,20021
20140721145612,26460
20140721145637,33007
20140721145708,31336
20140721145748,6309
20140721145848,5550
20140721145928,20687
20140721145959,24147
20140721150024,28139
20140721150055,32326
20140721150136,3800
20140721161226,3800
20140721165155,1885
20140721165255,1689
20140721165335,5366
20140721165401,6197
20140721165427,10228
20140721165457,9129
20140721165538,1762
20140721165639,1746
20140721165719,4944
20140721165745,5612
20140721165814,8489
20140721165844,10319
20140721165925,2022
20140721170025,1766
20140721170105,5693
20140721170131,6766
20140721170156,10259
20140721170227,9046
20140721170307,1686
20140721170407,1763
20140721170447,5369
20140721170513,6538
20140721170538,8396
20140721170608,8745
20140721170648,1923
20140721170748,1850
20140721170829,4736
20140721170859,6345
20140721170924,9458
20140721170955,9848
20140721171035,1727
20140721171138,1414
20140721171218,5053
20140721171244,5845
20140721171313,8674
20140721171343,9392
20140721171423,1820
20140721171524,1696
20140721171606,5150
20140721171635,5917
20140721171701,9028
20140721171733,9681
20140721171814,1822
20140721171914,1638
20140721171955,5208
20140721172041,6036
20140721172107,9047
20140721172137,9404
20140721172218,1789
20140721172318,1602
20140721172359,4369
20140721172424,5921
20140721172455,7653
20140721172526,9332
20140721172607,1747
20140721172707,1610
20140721172747,4255
20140721172817,5525
20140721172842,7425
20140721172912,9148
20140721172953,1472
20140721182124,907
20140721182224,1027
20140721182306,3423
20140721182336,4027
20140721182401,5703
20140721182432,4763
20140722090855,3188
20140722090956,2992
20140722091037,11836
20140722091108,14141
20140722091134,17142
20140722091204,17011
20140722091244,3836
20140722091345,3440
20140722091426,14059
20140722091451,15183
20140722091522,19294
20140722091553,18604
20140722091632,2893
20140722091733,2841
20140722091815,9679
20140722091840,11465
20140722091910,15958
20140722091940,15695
20140722092020,3751
20140722092124,3698
20140722092205,13351
20140722092230,18011
20140722092301,21947
20140722092331,22052
20140722092412,3865
20140722092516,4004
20140722092558,14659
20140722092628,17211
20140722092653,24680
20140722092724,24011
20140722092804,4433
20140722092904,3797
20140722092947,14293
20140722093012,18970
20140722093037,22779
20140722093108,26419
20140722093148,4743
20140722093248,4197
20140722093329,18081
20140722093401,21561
20140722093426,26155
20140722093456,30120
20140722093537,5248
20140722093641,4660
20140722093722,18246
20140722093752,25550
20140722093817,29017
20140722093849,28297
20140722093929,4728
20140722094032,4204
20140722094112,19632
20140722094137,26940
20140722094208,26857
20140722094239,30433
20140722094321,3900
20140722094422,4214
20140722094502,18206
20140722094533,25228
20140722094558,30654
20140722094628,29626
20140722094709,3675
20140722094810,4145
20140722094850,22557
20140722094921,28256
20140722094947,40899
20140722095017,42085
20140722095102,3522
20140722095202,3936
20140722095242,29823
20140722095308,30876
20140722095338,45437
20140722095408,49586
20140722095551,5888
20140722095632,28465
20140722095702,39420
20140722095727,47775
20140722095759,47384
20140722095840,5587
20140722095943,4946
20140722100023,25698
20140722100055,30432
20140722100121,46509
20140722100151,44277
20140722100333,8610
20140722100413,45625
20140722100439,54090
20140722100508,73925
20140722100538,75290
20140722100813,60307
20140722100843,107126
20140722100908,133183
20140722100938,106085
20140722101207,43027
20140722101238,53828
20140722101304,81230
20140722101334,83719
20140722101604,42304
20140722101636,76475
20140722101701,127227
20140722101731,113201
20140722101953,48760
20140722102018,96997
20140722102044,141124
20140722102114,151645
20140722102335,55258
20140722102407,83479
20140722102432,152192
20140722102502,165662
20140722102542,3918
20140722102723,50053
20140722102755,107053
20140722102820,166004
20140722102851,191036
20140722103114,73728
20140722103144,141690
20140722103210,191422
20140722103240,217524
20140722103332,11740
20140722103431,12808
20140722103512,70224
20140722103541,105408
20140722103607,135045
20140722103637,137014
20140722105914,9773
20140722110059,51895
20140722110130,103568
20140722110226,385357
20140722110658,10247
20140722110759,9680
20140722110839,59402
20140722110910,101070
20140722110937,266332
20140722111007,363359
20140722111048,6091
20140722111228,52261
20140722111253,145019
20140722111326,519156
20140722111438,8491
20140722111538,9335
20140722111618,39410
20140722111650,76144
20140722111715,191764
20140722111746,240101
20140722111911,10613
20140722112011,13143
20140722112051,150945
20140722112123,221885
20140722112148,258251
20140722112218,272059
20140722112439,96136
20140722112510,131698
20140722112535,239497
20140722112605,226430
20140722112645,5503
20140722112825,78883
20140722112857,135067
20140722112922,234625
20140722112954,215584
20140722113604,13946
20140722113705,8634
20140722113746,129124
20140722113816,165639
20140722113841,197733
20140722113911,258629
20140722113951,4776
20140722114132,107185
20140722114203,194683
20140722114229,281564
20140722114259,314448
20140722114521,127747
20140722114545,246121
20140722114611,405245
20140722114641,444831
20140722115537,438444
20140722115609,568779
20140722115635,633729
20140722115706,586814
20140722115936,10694
20140722120018,117861
20140722120049,236763
20140722120409,118205
20140722120434,220208
20140722120505,498476
20140722120535,502432
20140722120755,87493
20140722120827,161431
20140722120851,274496
20140722120923,326794
20140722121003,12583
20140722121144,76613
20140722121209,139785
20140722121241,267136
20140722121311,359662
20140722121604,287504
20140722121659,541620
20140722121739,13905
20140722121919,118306
20140722121945,192441
20140722122253,119919
20140722122323,230429
20140722122418,375677
20140722122639,67657
20140722122710,116905
20140722122736,259426
20140722122806,315487
20140722124351,71410
20140722124416,108254
20140722124512,208894
20140722124732,97520
20140722124829,172973
20140722124859,179281
20140722125121,90036
20140722125152,169354
20140722125217,236322
20140722125330,13737
20140722125430,12941
20140722125511,147452
20140722125536,232061
20140722125608,284901
20140722125639,296742
20140722125719,16100
20140722125819,10755
20140722125859,129576
20140722125931,174900
20140722125956,240286
20140722130106,17165
20140722130207,16391
20140722130247,140181
20140722130312,156872
20140722130341,231557
20140722130411,209536
20140722130453,16880
20140722130553,14897
20140722130634,93095
20140722130705,118366
20140722130731,147569
20140722130801,132733
20140722130841,15074
20140722131022,125551
20140722131051,154368
20140722131116,221623
20140722131146,175503
20140722131226,13798
20140722131326,11104
20140722131406,82971
20140722131438,123732
20140722131503,186314
20140722131533,177855
20140722131613,20615
20140722131713,14749
20140722131754,75643
20140722131826,128709
20140722131850,144613
20140722131923,148777
20140722132003,15535
20140722132105,14024
20140722132145,91676
20140722132210,132444
20140722132242,152643
20140722132312,148206
20140722132353,18597
20140722132453,16470
20140722132534,77160
20140722132605,108454
20140722132630,155979
20140722132701,116529
20140722135132,8195
20140722135233,7517
20140722135313,49257
20140722135339,73642
20140722135410,89513
20140722135441,79593
20140722135521,9698
20140722135621,9053
20140722135701,43635
20140722135733,58177
20140722135759,70956
20140722135829,67007
20140722135909,8264
20140722140050,47893
20140722140115,60555
20140722140146,84886
20140722140217,68462
20140722140256,8983
20140722140357,7162
20140722140437,36429
20140722140508,51668
20140722140533,60473
20140722140603,56466
20140722140644,6750
20140722140744,7106
20140722140824,36918
20140722140856,41836
20140722140921,61145
20140722140952,58276
20140722141052,5604
20140722141152,6372
20140722141232,26682
20140722141302,37550
20140722141328,45139
20140722141358,46037
20140722141438,6088
20140722141539,6626
20140722141620,28701
20140722141651,39160
20140722141717,46124
20140722141748,57035
20140722141829,6638
20140722141929,6409
20140722142009,28168
20140722142041,33190
20140722142106,39970
20140722142137,38186
20140722142217,6352
20140722142317,6861
20140722142357,31880
20140722142429,43788
20140722142454,53762
20140722142524,50621
20140722142604,5619
20140722142707,5834
20140722142747,23998
20140722142813,27833
20140722142844,39421
20140722142915,35404
20140722142955,5624
20140722143056,5842
20140722143136,23328
20140722143208,26779
20140722143233,37398
20140722143304,35753
20140722143345,6699
20140722143445,5992
20140722143525,23753
20140722143550,27341
20140722143614,39059
20140722143645,36578
20140722143725,6403
20140722143825,5864
20140722143905,20131
20140722143936,25418
20140722144001,36306
20140722144031,30883
20140722144111,5954
20140722144211,5706
20140722144252,17745
20140722144323,22446
20140722144348,28204
20140722144419,27521
20140722144500,5698
20140722144601,6242
20140722144641,19267
20140722144710,22810
20140722144736,32835
20140722144806,31773
20140722144847,6289
20140722144947,5642
20140722145027,20485
20140722145058,23121
20140722145127,32806
20140722145157,32427
20140722145239,5484
20140722145340,4942
20140722145420,15738
20140722145445,21144
20140722145515,24656
20140722145546,23074
20140722145626,4471
20140722145729,4544
20140722145809,17286
20140722145840,19759
20140722145906,23230
20140722145937,24074
20140722150017,5752
20140722150118,4105
20140722150159,15732
20140722150228,20425
20140722150254,24967
20140722150324,24113
20140722150405,4549
20140722150505,4080
20140722150545,17034
20140722150617,17084
20140722150642,22956
20140722150712,23229
20140722150752,4521
20140722150852,3930
20140722150932,13372
20140722151002,17997
20140722151027,21068
20140722151057,20851
20140722151138,4221
20140722151238,3786
20140722151319,13396
20140722151344,16778
20140722151416,21463
20140722151446,21373
20140722151527,3511
20140722151627,3578
20140722151708,13085
20140722151740,15134
20140722151805,18818
20140722151835,22112
20140722152055,10465
20140722152125,14291
20140722152151,18085
20140722152221,18569
20140722154234,3120
20140722154334,2758
20140722154415,9534
20140722154446,11039
20140722154511,15298
20140722154541,15881
20140722154622,2744
20140722154722,2507
20140722154802,9509
20140722154827,9631
20140722154853,14041
20140722154925,14242
20140722155006,2795
20140722155109,2365
20140722155150,8413
20140722155221,10331
20140722155247,13565
20140722155321,13854
20140722155401,2718
20140722155501,2747
20140722155541,7855
20140722155606,9846
20140722155638,12539
20140722155709,13337
20140722155749,2603
20140722155850,2344
20140722155930,8762
20140722155956,10185
20140722160021,14916
20140722160053,13768
20140722160132,2865
20140722160233,2651
20140722160316,7528
20140722160340,10045
20140722160412,13170
20140722160443,13604
20140722160523,2351
20140722160624,2168
20140722160704,7646
20140722160729,8800
20140722160801,11516
20140722160831,13934
20140722160912,2223
20140722161013,1964
20140722161053,6602
20140722161125,6663
20140722161151,9391
20140722161222,11472
20140722161302,2302
20140722161402,2033
20140722161443,6692
20140722161514,7740
20140722161539,10897
20140722161609,11525
20140722161649,2115
20140722161750,2216
20140722161830,6177
20140722161859,7719
20140722161924,9813
20140722161954,10324
20140722162035,2132
20140722162136,1870
20140722162216,5925
20140722162241,6955
20140722162306,10249
20140722162337,10358
20140722162417,1859
20140722162518,1710
20140722162558,6743
20140722162623,8158
20140722162654,12394
20140722162725,11083
20140722162806,2004
20140722162907,2123
20140722162947,6433
20140722163012,7581
20140722163038,10677
20140722163108,11307
20140722163149,2145
20140722163249,1880
20140722163329,6428
20140722163401,7546
20140722163427,9421
20140722163458,11254
20140722163539,2061
20140722163639,2026
20140722163721,5387
20140722163751,7304
20140722163816,9022
20140722163846,9775
20140722163927,1998
20140722164028,1817
20140722164109,5632
20140722164135,7027
20140722164200,9258
20140722164231,9343
20140722164317,1927
20140722164418,1553
20140722164458,4380
20140722164531,5444
20140722164556,7424
20140722164627,7405
20140722164707,1602
20140722164808,1346
20140722164848,3809
20140722164913,6474
20140722164943,7842
20140722165013,10171
20140722165053,1564
20140722165154,1695
20140722165234,5466
20140722165305,5976
20140722165330,8273
20140722165400,8787
20140722165441,1721
20140722165541,1699
20140722165621,4515
20140722165650,6376
20140722165716,8261
20140722165746,8517
20140722165827,1632
20140722165927,1696
20140722170007,4741
20140722170039,6376
20140722170104,9598
20140722170136,8433
20140722170217,1455
20140722170318,1371
20140722170358,4344
20140722170423,6177
20140722170453,7661
20140722170523,8330
20140722170604,1666
20140722170704,1543
20140722170744,4660
20140722170810,5767
20140722170839,7669
20140722170909,8272
20140722170952,1686
20140722171055,1637
20140722171135,5024
20140722171200,5974
20140722171230,8976
20140722171300,7860
20140722173010,1737
20140722173110,1495
20140722173151,4371
20140722173222,5817
20140722173247,8413
20140722173318,7513
20140722173358,1310
20140722173458,1324
20140722173539,3969
20140722173605,4547
20140722173636,6373
20140722173706,6604
20140722173753,1372
20140722173853,1437
20140722173934,3868
20140722174005,5055
20140722174031,6196
20140722174101,6696
20140722174147,1284
20140722174247,1233
20140722174328,3866
20140722174358,5019
20140722174423,6541
20140722174456,6422
20140722174536,1212
20140722174636,1082
20140722174717,3161
20140722174749,4380
20140722174813,5905
20140722174846,6078
20140722174926,1248
20140722175026,1137
20140722175106,3637
20140722175136,4633
20140722175202,5429
20140722175232,6601
20140722175312,1183
20140722175413,1202
20140722175454,3683
20140722175525,4701
20140722175550,6254
20140722175622,6270
20140722175705,1270
20140722175805,1174
20140722175848,3871
20140722175916,4642
20140722175941,6987
20140722180013,5834
20140722180054,1262
20140722180155,1175
20140722180235,3444
20140722180306,4385
20140722180336,5742
20140722180407,5095
20140722180449,1035
20140722180549,950
20140722180629,3283
20140722180655,4609
20140722180725,6028
20140722180755,5831
20140722180836,1236
20140722180939,1078
20140722181019,3445
20140722181044,4118
20140722181110,6031
20140722181140,6216
20140722181221,1188
20140722181321,1180
20140722181401,3334
20140722181433,4274
20140722181458,5791
20140722181528,5942
20140722181610,1087
20140722181711,1184
20140722181752,3665
20140722181816,4337
20140722181842,5905
20140722181912,5988
20140722181953,1180
20140722182053,1093
20140722182133,3278
20140722182205,4384
20140722182231,6621
20140722182303,5835
20140722182344,1190
20140722182446,1039
