image_id,count
20140318143307,2544
20140318143451,16660
20140318143519,21156
20140318143544,35149
20140318143616,34502
20140318143657,2047
20140318143757,2262
20140318143838,11192
20140318143908,17889
20140318143934,24465
20140318144004,23559
20140318144049,4897
20140318144150,6244
20140318144231,30817
20140318144302,39985
20140318144328,53533
20140318144359,38637
20140318144445,1668
20140318144547,2125
20140318144628,12336
20140318144658,22745
20140318144724,34917
20140318144755,31361
20140318144843,6211
20140318144944,7321
20140318145024,30208
20140318145056,44079
20140318145123,59976
20140318145153,50002
20140318145234,3549
20140318145335,3746
20140318145416,21163
20140318145446,25063
20140318145512,35031
20140318145544,31245
20140318145626,1651
20140318145727,2079
20140318145809,8374
20140318145838,12372
20140318145904,13485
20140318145934,14023
20140318150116,2419
20140318150157,13971
20140318150227,19390
20140318150253,27420
20140318150326,22934
20140318150416,5581
20140318150517,5719
20140318150558,17549
20140318150628,28726
20140318150653,26263
20140318150724,33507
20140318150816,4405
20140318150959,18507
20140318151054,16877
20140318151125,27487
20140318151215,2079
20140318151315,2668
20140318151356,9190
20140318151428,13396
20140318151453,17340
20140318151524,14223
20140318151604,621
20140318151705,1106
20140318151746,3288
20140318151815,6836
20140318151840,8363
20140318151912,11459
20140318151953,2117
20140318152054,2527
20140318152135,11762
20140318152204,25249
20140318152230,32594
20140318152301,27237
20140318155036,2589
20140318155137,3493
20140318155217,12480
20140318155243,23167
20140318155309,32241
20140318155339,29862
20140318155420,4296
20140318155520,4956
20140318155601,16292
20140318155632,25671
20140318155658,31976
20140318155734,38211
20140318155815,5905
20140318155915,6367
20140318155956,25293
20140318160026,36414
20140318160051,44002
20140318160122,44607
20140318160203,1933
20140318160304,2350
20140318160345,13115
20140318160415,21445
20140318160445,27340
20140318160516,24182
20140318160558,3055
20140318160703,4870
20140318160744,23237
20140318160814,24788
20140318160840,34878
20140318160910,37600
20140318160952,2382
20140318161054,3150
20140318161135,15685
20140318161201,24737
20140318161226,22619
20140318161257,25645
20140318161338,6704
20140318161439,6329
20140318161520,23376
20140318161550,48029
20140318161615,60579
20140318161645,46612
20140318161726,6810
20140318161827,7031
20140318161908,35467
20140318161938,43982
20140318162004,64217
20140318162034,52007
20140318162115,5457
20140318162216,5288
20140318162256,19257
20140318162322,31408
20140318162351,39059
20140318162421,24622
20140318162502,881
20140318162644,4323
20140318162713,5884
20140318163032,21936
20140318163128,31670
20140318163159,35484
20140318163516,20718
20140318163547,22936
20140318163905,27544
20140318164228,9272
20140318164324,15520
20140318164613,31474
20140318164638,45297
20140318164709,40009
20140318164749,4234
20140318164850,5019
20140318164931,20120
20140318165003,28092
20140318165028,26476
20140318165059,31076
20140318165139,6615
20140318165320,22542
20140318165345,29561
20140318165417,31539
20140318165448,42968
20140318165629,6158
20140318165742,36172
20140318165807,32372
20140318165838,41137
20140318170019,5787
20140318170100,22123
20140318170130,24780
20140318170155,32572
20140318170227,28431
20140318170408,3906
20140318170514,18972
20140318170615,24833
20140318170756,4751
20140318170904,21316
20140318170936,31066
20140318171007,26471
20140318171148,6975
20140318171229,26599
20140318171258,47728
20140318171324,45865
20140318171355,38447
20140318171436,7055
20140318171536,7861
20140318171617,32134
20140318171647,43196
20140318171713,48778
20140318171744,50861
20140318171825,9378
20140318171926,11481
20140318172032,64232
20140318172102,91565
20140318172133,71449
20140318174816,11355
20140318174916,14484
20140318174957,122106
20140318175026,192754
20140318175203,13480
20140318175416,249497
20140318175443,249253
20140318175514,214598
20140318175943,7186
20140318180124,34134
20140318180154,64918
20140318180221,115829
20140318180252,130486
20140318180332,4642
20140318180514,34645
20140318180544,76058
20140318180609,157122
20140318180644,157396
20140318180937,63041
20140318181003,109674
20140318181033,125372
20140318181256,18584
20140318181327,40270
20140318181352,118095
20140318181427,101911
20140318181649,14327
20140318181719,33880
20140318181744,64506
20140318181815,121100
20140318181856,5599
20140318182045,31662
20140318182111,49358
20140318182213,123617
20140318182434,29802
20140318182506,59119
20140318182604,180274
20140318182645,11800
20140318182746,12474
20140318182826,46001
20140318182856,83512
20140318182922,140413
20140318182952,139172
20140318183223,60152
20140318183259,83707
20140318183617,20068
20140318183648,40854
20140318183744,101119
20140318184039,75626
20140318184136,165940
20140319101413,10184
20140319101514,10001
20140319101555,31530
20140319102159,9091
20140319102551,7610
20140319102652,7740
20140319102733,19220
20140319102759,25160
20140319102829,26875
20140319102900,22740
20140319102942,7907
20140319103043,7752
20140319103251,26598
20140319104102,7224
20140319104203,7033
20140319104244,19371
20140319104316,22527
20140319104342,26408
20140319104413,23402
20140319104454,5704
20140319104555,5497
20140319104636,16063
20140319104704,18947
20140319104730,22856
20140319104800,19218
20140319104842,6635
20140319104943,6469
20140319105023,17722
20140319105054,18721
20140319105120,25949
20140319105150,22731
20140319105231,5217
20140319105332,5223
20140319105413,14260
20140319105444,16502
20140319105510,20319
20140319105541,17138
20140319105622,6026
20140319111637,4283
20140319111846,12113
20140319111927,4774
20140319112028,5169
20140319112139,14382
20140319112205,17867
20140319112317,3261
20140319112418,3135
20140319112627,11798
20140319114243,2473
20140319114346,2574
20140319114427,7236
20140319114459,8712
20140319114525,10994
20140319114557,10123
20140319114638,3058
20140319114738,2998
20140319114819,7277
20140319114850,9354
20140319114916,10732
20140319114947,10575
20140319115029,2883
20140319115130,2695
20140319115211,7538
20140319115241,8897
20140319115307,9899
20140319115338,10117
20140319115419,3266
20140319115520,3157
20140319115601,7943
20140319115631,10595
20140319115657,11684
20140319115732,11979
20140319115812,2790
20140319115913,3128
20140319115954,8409
20140319120020,10431
20140319120048,10959
20140319120120,11722
20140319120202,3863
20140319120303,3722
20140319120344,9759
20140319120414,11801
20140319120440,14864
20140319120512,13362
20140319120553,3563
20140319120655,3502
20140319120736,9421
20140319120802,11270
20140319120832,11935
20140319120903,12915
20140319120945,3735
20140319121046,3501
20140319121127,7520
20140319121156,10212
20140319121222,14629
20140319121253,13063
20140319121336,3831
20140319121437,3932
20140319121519,8107
20140319121549,13061
20140319121615,16764
20140319121646,16404
20140319121728,4118
20140319121828,4034
20140319121909,11082
20140319121936,11867
20140319122006,16754
20140319122037,15242
20140319122118,3677
20140319122219,3493
20140319122300,9415
20140319122331,12378
20140319122357,16178
20140319122427,13924
20140319122508,4175
20140319122610,4086
20140319122651,9981
20140319122721,13243
20140319122747,17342
20140319122817,17867
20140319122858,5439
20140319123000,5178
20140319123040,12316
20140319123125,14457
20140319123151,21578
20140319123222,19683
20140319123304,4308
20140319123405,4031
20140319123446,12495
20140319123513,14902
20140319123539,18605
20140319123610,18788
20140319123650,5118
20140319123751,4580
20140319123832,12155
20140319123858,16355
20140319123924,18858
20140319123959,21237
20140319124040,4383
20140319124143,4551
20140319124224,10818
20140319124254,15562
20140319124320,20408
20140319124351,20070
20140319124433,4744
20140319124534,5394
20140319124616,12748
20140319124644,15287
20140319124710,19193
20140319124741,16270
20140319124823,5991
20140319124924,5547
20140319125005,14378
20140319125031,16765
20140319125059,25473
20140319125130,20068
20140319125212,5643
20140319125313,4656
20140319125354,11863
20140319125425,16285
20140319125451,20461
20140319125522,21382
20140319125603,4674
20140319125705,5686
20140319125746,14346
20140319125817,21149
20140319125843,25103
20140319125914,20364
20140319125955,5972
20140319130056,4943
20140319130137,15609
20140319130204,19002
20140319130230,26105
20140319130300,22993
20140319130342,6129
20140319130442,6030
20140319130523,15384
20140319130553,17498
20140319130619,26817
20140319130651,24316
20140319130732,5370
20140319130833,6382
20140319130915,14939
20140319130944,18819
20140319131009,27540
20140319131041,28055
20140319132748,5180
20140319132849,6694
20140319133536,3699
20140319133638,4576
20140319133816,20730
20140319133847,21884
20140319133928,6944
20140319134030,5736
20140319134111,24013
20140319134141,42324
20140319134207,51790
20140319134237,46584
20140319134319,8231
20140319134421,8598
20140319142148,12780
20140319142249,15052
20140319142351,80342
20140319142417,120778
20140319142442,95467
20140319142514,114942
20140319142600,2586
20140319142702,3567
20140319142743,18515
20140319142814,27487
20140319142840,34823
20140319142911,30649
20140319142953,1777
20140319143054,2204
20140319143135,13462
20140319143206,16065
20140319143232,17903
20140319143303,21432
20140319143344,1828
20140319143445,2119
20140319143526,12642
20140319143556,16791
20140319143622,14759
20140319143654,19646
20140319143736,1680
20140319143837,1592
20140319143918,8614
20140319143949,13201
20140319144015,17622
20140319144046,15588
20140319144127,1258
20140319144228,1703
20140319144308,12722
20140319144339,14707
20140319144405,19251
20140319144436,25797
20140319144517,2560
20140319144618,3914
20140319144659,15432
20140319144730,19383
20140319144758,28262
20140319144828,32050
20140319144911,1067
20140319145012,2035
20140319145057,6829
20140319145124,14224
20140319145154,28524
20140319145227,18333
20140319145412,2541
20140319145453,14085
20140319145524,16875
20140319145550,23100
20140319145621,25738
20140319150648,6312
20140319150749,7252
20140319150830,25698
20140319150859,54782
20140319150925,49902
20140319150955,39867
20140319151137,3925
20140319151218,19755
20140319151248,24083
20140319151314,27500
20140319151345,29645
20140319151433,993
20140319151534,1629
20140319151614,6894
20140319151647,8949
20140319151713,13106
20140319151744,13075
20140319151825,816
20140319151925,810
20140319152006,2645
20140319152102,7723
20140319152133,6314
20140319152214,1896
20140319152315,2540
20140319152355,10988
20140319152427,11343
20140319152456,23560
20140319152526,20611
20140319152611,1602
20140319152712,1939
20140319152753,5904
20140319152823,8805
20140319152849,17350
20140319152920,18132
20140319153001,1791
20140319153102,2419
20140319153142,10500
20140319153215,14672
20140319153240,15104
20140319153311,20701
20140319153352,2616
20140319153453,4066
20140319153534,11667
20140319153600,17812
20140319153625,33715
20140319153656,26257
20140319153837,3099
20140319153938,15658
20140319154006,15400
20140319154031,23012
20140319154102,20656
20140319154154,3285
20140319154255,3619
20140319154335,16511
20140319154407,19144
20140319154433,21430
20140319154504,22984
20140319160055,1709
20140319160157,3323
20140319160238,12480
20140319160308,11965
20140319160334,17201
20140319160426,19311
20140319162331,2787
20140319162432,3097
20140319162514,14391
20140319162540,26041
20140319162608,32063
20140319162640,26621
20140319162721,2362
20140319162822,3161
20140319162904,15253
20140319162934,22075
20140319163000,20640
20140319163031,23395
20140319163111,3143
20140319163212,3891
20140319163252,14864
20140319163322,16278
20140319163348,33303
20140319163419,25993
20140319163500,1208
20140319163601,1508
20140319163642,5617
20140319163712,8575
20140319163738,10769
20140319163809,9914
20140319163850,2332
20140319163951,3563
20140319164032,13923
20140319164102,18968
20140319164128,22745
20140319164158,19638
20140319164240,2202
20140319164340,2556
20140319164421,9326
20140319164451,16488
20140319164517,19408
20140319164548,17754
20140319164629,2473
20140319164730,2741
20140319164811,11580
20140319164841,18183
20140319164907,21931
20140319164938,16964
20140319165019,2149
20140319165119,2290
20140319165200,13955
20140319165230,16455
20140319165256,21762
20140319165326,19539
20140319165407,2345
20140319165509,3144
20140319165549,13122
20140319165619,20270
20140319165645,23677
20140319165716,21996
20140319165757,2204
20140319165900,2706
20140319165940,13206
20140319170012,16013
20140319170039,16373
20140319170109,18265
20140319170150,1538
20140319170251,2180
20140319170332,9048
20140319170404,14201
20140319170430,16291
20140319170501,15910
20140319170542,2398
20140319170643,3005
20140319170723,13265
20140319170749,17123
20140319170815,21594
20140319170846,19827
20140319170929,1435
20140319171030,1780
20140319171111,8066
20140319171136,10969
20140319171207,12252
20140319171238,12625
20140319171319,2297
20140319171422,2567
20140319171502,10468
20140319171529,15375
20140319171554,18432
20140319171625,13293
20140319171705,3108
20140319171806,3627
20140319171847,17022
20140319171913,19716
20140319171943,24664
20140319172014,19904
20140319172056,1401
20140319172156,2065
20140319172238,9306
20140319172308,13118
20140319172334,11617
20140319172405,13885
20140319172603,2418
20140319172644,9982
20140319172715,13860
20140319172741,18782
20140319172811,12928
20140319172914,3919
20140319173017,5017
20140319173057,17718
20140319173123,26589
20140319173149,30741
20140319173220,22173
20140319173301,2951
20140319173402,3831
20140319173442,11863
20140319173513,17876
20140319173539,19767
20140319173609,16620
20140319173650,1132
20140319173751,1640
20140319173833,8562
20140319173859,11615
20140319173925,14664
20140319173956,14353
20140319174037,3871
20140319174138,5326
20140319174219,19559
20140319174249,29193
20140319174315,28768
20140319174346,20567
20140319174427,1448
20140319174528,1814
20140319174609,8318
20140319174639,9938
20140319174705,19546
20140319174737,12422
20140319174817,2545
20140319174918,3439
20140319175000,15680
20140319175030,18958
20140319175055,27090
20140319175126,14876
20140319181040,5064
20140319181140,6218
20140319181224,20118
20140319181252,30460
20140319181318,37674
20140319181348,28409
20140319181429,5416
20140319181530,6192
20140319181611,20439
20140319181641,30020
20140319181707,35738
20140319181737,31549
20140319181818,5230
20140319181919,6281
20140319182006,22633
20140319182032,32618
20140319182059,35485
20140319182129,25858
20140319182210,6014
20140319182311,5633
20140319182352,30876
20140319182422,30147
20140319182448,31208
20140319182519,28390
20140319182601,5332
20140319182702,5475
20140319182743,19657
20140319182813,29588
20140319182838,43257
20140319182910,26968
20140319182951,4199
20140319183051,4318
20140319183133,19165
20140319183204,24452
20140319183229,22171
20140319183300,21896
20140319183341,4495
20140319183442,4479
20140319183523,20144
20140319183553,28022
20140319183619,27134
20140319183651,22586
20140319183732,5051
20140319183833,4959
20140319183913,19808
20140319183940,24605
20140319184006,36858
20140319184037,26951
20140319184117,5149
20140319184218,6239
20140319184259,25617
20140319184325,34900
20140319184355,38259
20140319184426,35364
20140320163648,1127
20140320163748,1482
20140320163829,6305
20140320163858,13106
20140320163924,15940
20140320163955,21932
20140320164036,1833
20140320164137,2993
20140320164217,12014
20140320164245,16682
20140320164313,30878
20140320164343,21764
20140320164424,1285
20140320164525,1293
20140320164607,4460
20140320164636,3839
20140320164703,11743
20140320164753,10369
20140320164839,2145
20140320164939,2560
20140320165020,14385
20140320165051,18495
20140320165118,26033
20140320165149,21005
20140320165241,2315
20140320165342,3370
20140320165425,10753
20140320165451,13634
20140320165522,14341
20140320165552,18459
20140320165647,3570
20140320165747,4148
20140320165828,17670
20140320165858,21550
20140320165923,22047
20140320165955,31618
20140320170036,1064
20140320170136,1770
20140320170220,6421
20140320170248,11046
20140320170313,10771
20140320170344,13023
20140320170424,3152
20140320170525,3419
20140320170606,12053
20140320170636,19924
20140320170702,24879
20140320170733,24009
20140320170814,3344
20140320170915,3506
20140320170955,17013
20140320171026,20577
20140320171051,26589
20140320171122,20835
20140320171224,2134
20140320171324,2962
20140320171404,11816
20140320171436,17580
20140320171502,21237
20140320171533,18453
20140320171614,2086
20140320171714,3014
20140320171755,11558
20140320171827,18291
20140320171853,22972
20140320171923,18120
20140320172004,1873
20140320172105,2483
20140320172145,12266
20140320172211,16203
20140320172236,20322
20140320172307,18506
20140320172348,1585
20140320172448,2272
20140320172529,5678
20140320172559,11634
20140320172625,17433
20140320172656,14087
20140320172737,1298
20140320172837,1643
20140320172918,7727
20140320172948,11290
20140320173014,16347
20140320173044,13687
20140320173125,1764
20140320173226,2298
20140320173306,7929
20140320173336,13339
20140320173402,13399
20140320173433,13816
20140320173534,1976
20140320173635,2253
20140320173715,10747
20140320173745,12857
20140320173811,19638
20140320173842,15039
20140320173944,1945
20140320174045,2071
20140320174126,8252
20140320174155,12836
20140320174221,16311
20140320174252,16227
20140320174439,457
20140320174539,466
20140320174620,3230
20140320174649,4041
20140320174715,3210
20140320174745,3822
20140320174938,1923
20140320175039,2352
20140320175121,8577
20140320175148,11197
20140320175214,13169
20140320175245,12206
20140320175433,620
20140320175534,1091
20140320175615,6950
20140320175645,9054
20140320175711,14359
20140320175742,14095
20140320175822,1653
20140320175923,1779
20140320180003,8679
20140320180035,12713
20140320180101,15355
20140320180132,12945
20140320180446,1991
20140320180527,8662
20140320180557,12368
20140320180622,14638
20140320180653,14655
20140320182923,906
20140320183004,6815
20140320183034,9521
20140320183100,13948
20140320183131,11672
20140320183212,1901
20140320183313,2447
20140320183354,8117
20140320183424,10429
20140320183449,14587
20140320183522,13359
20140320183604,732
20140320183724,833
20140320183830,9036
20140320183901,11381
20140320183931,10111
20140320184116,1582
20140320184156,7870
20140320184222,12997
20140320184248,11178
20140320184318,13327
20140321094454,26151
20140321094555,24516
20140321094638,71522
20140321094708,76381
20140321094806,65678
20140321094846,19114
20140321094946,18450
20140321095028,53327
20140321095058,58837
20140321095124,57318
20140321095154,52613
20140321095235,21964
20140321095338,20980
20140321095419,61546
20140321095448,62387
20140321095514,65818
20140321095544,59716
20140321095625,19986
20140321095726,21868
20140321095807,60042
20140321095833,77210
20140321095859,71880
20140321095930,55923
20140321100010,16692
20140321100111,15854
20140321100152,41227
20140321100223,44977
20140321100249,57652
20140321100319,40203
20140321104925,6466
20140321105025,5975
20140321105111,16352
20140321105141,16117
20140321105206,21941
20140321105237,20994
20140321105319,7656
20140321105419,7141
20140321105510,19156
20140321105540,21590
20140321105606,25415
20140321105637,23723
20140321105718,6002
20140321105828,5023
20140321105909,14058
20140321105938,16116
20140321110004,19169
20140321110034,15384
20140321110115,6834
20140321110216,6357
20140321110305,15521
20140321110336,18017
20140321110401,20281
20140321110432,16228
20140321110513,5336
20140321110614,5057
20140321110654,12347
20140321110726,14397
20140321110752,19017
20140321110822,14023
20140321110903,6123
20140321111007,5630
20140321111047,13481
20140321111117,17694
20140321111143,18195
20140321111214,15488
20140321111255,4600
20140321111356,4299
20140321111437,11617
20140321111508,12406
20140321111533,14689
20140321111604,12287
20140321111645,5275
20140321111748,4882
20140321111828,11930
20140321111858,15313
20140321111924,15985
20140321111954,13443
20140321112035,4837
20140321112140,5113
20140321112221,13976
20140321112251,14549
20140321112316,17415
20140321112347,16681
20140321112428,3964
20140321112529,3772
20140321112610,10322
20140321112640,10839
20140321112706,15007
20140321112736,11078
20140321112817,3950
20140321112918,4098
20140321112958,11135
20140321113028,11610
20140321113054,13868
20140321113125,12327
20140321113206,3552
20140321113306,3275
20140321113347,9094
20140321113417,10921
20140321113442,11695
20140321113513,10256
20140321115140,2934
20140321115241,2717
20140321115325,7374
20140321115351,8108
20140321115423,10446
20140321115453,8714
20140321115534,3151
20140321115634,2977
20140321115715,7188
20140321115747,9510
20140321115812,12519
20140321115845,9617
20140321115927,2508
20140321120028,2494
20140321120109,6185
20140321120134,8369
20140321120200,10740
20140321120231,8466
20140321120317,2943
20140321120417,2775
20140321120458,6676
20140321120528,9156
20140321120554,10229
20140321120625,8805
20140321120705,3099
20140321120806,2899
20140321120846,7348
20140321120913,8698
20140321120942,11218
20140321121013,11212
20140321121100,2413
20140321121201,2241
20140321121242,6491
20140321121313,8010
20140321121339,10547
20140321121410,8002
20140321121450,2716
20140321121551,2590
20140321121632,6374
20140321121702,8309
20140321121728,9528
20140321121759,9773
20140321121839,2341
20140321121945,2238
20140321122026,6302
20140321122056,7582
20140321122121,8777
20140321122154,8747
20140321122235,2475
20140321122336,2346
20140321122416,6555
20140321122448,8101
20140321122518,8967
20140321122549,9337
20140321122630,2248
20140321122737,2116
20140321122818,5563
20140321122848,6690
20140321122913,8701
20140321122944,7283
20140321123025,2491
20140321123125,2310
20140321123206,5813
20140321123236,7657
20140321123302,8884
20140321123333,8565
20140321123414,2323
20140321123514,2326
20140321123555,5927
20140321123625,6946
20140321123651,10481
20140321123721,8021
20140321123801,1984
20140321123904,1858
20140321123945,4653
20140321124015,6007
20140321124043,7685
20140321124114,6721
20140321124157,2213
20140321124258,1987
20140321124339,5393
20140321124409,6549
20140321124435,8050
20140321124510,8466
20140321124555,1919
20140321124703,1864
20140321124744,4687
20140321124814,5564
20140321124839,7370
20140321124910,6551
20140321124951,1972
20140321125051,1985
20140321125132,5060
20140321125201,6039
20140321125228,8102
20140321125259,8003
20140321125341,2091
20140321125442,2147
20140321125522,5279
20140321125548,6439
20140321125614,8556
20140321125644,7425
20140321125725,1653
20140321125826,1681
20140321125906,4097
20140321125936,5009
20140321130002,6946
20140321130034,5901
20140321130115,1692
20140321130215,1711
20140321130255,5086
20140321130325,5784
20140321130351,7744
20140321130422,6948
20140321130505,1865
20140321130606,1771
20140321130646,5133
20140321130716,6263
20140321130742,8338
20140321130812,6445
20140321130853,1960
20140321130954,1864
20140321131035,5473
20140321131105,6722
20140321131131,9173
20140321131202,8010
20140321131242,1719
20140321131343,1712
20140321131424,5058
20140321131454,6035
20140321131519,8175
20140321131552,7070
20140321131633,1890
20140321131733,1747
20140321131814,5321
20140321131844,6280
20140321131910,8491
20140321131941,6514
20140321133645,1659
20140321133746,1625
20140321133827,4697
20140321133857,5849
20140321133923,8075
20140321133953,6726
20140321134034,1752
20140321134136,1694
20140321134217,5098
20140321134247,6242
20140321134313,8342
20140321134343,7208
20140321134424,2043
20140321134525,1955
20140321134606,5570
20140321134638,5920
20140321134704,9143
20140321134735,8134
20140321134816,2077
