,mjd,ra_deg,dec_deg,ra_sigma_arcsec,dec_sigma_arcsec,mag,mag_sigma,filter,obscode,exposure_id,exposure_mjd_start,exposure_mjd_mid,exposure_duration,observation_id,healpix_id,pred_ra_deg,pred_dec_deg,pred_vra_degpday,pred_vdec_degpday,delta_ra_arcsec,delta_dec_arcsec,distance_arcsec,dataset_id,orbit_id
0,56897.65671296371,357.1996555,1.8666751,0.036000000000000004,0.036000000000000004,20.178383,0.0148,r,Q55,20140828154448,56897.65613426,56897.65671296371,100.0,165681652820140828154448,4924049072,357.1996507236564,1.8666688793190218,-0.15064261775234986,-0.09936719182808335,-0.017194836914313782,-0.02239445152119046,0.028228711670387586,SKYMAPPER_DR2,311135
