,mjd,ra_deg,dec_deg,ra_sigma_arcsec,dec_sigma_arcsec,mag,mag_sigma,filter,obscode,exposure_id,exposure_mjd_start,exposure_mjd_mid,exposure_duration,observation_id,healpix_id,pred_ra_deg,pred_dec_deg,pred_vra_degpday,pred_vdec_degpday,delta_ra_arcsec,delta_dec_arcsec,distance_arcsec,dataset_id,orbit_id
0,57506.59913194371,222.3165642,-15.8680603,0.036000000000000004,0.036000000000000004,19.250238,0.1746,i,Q55,20160428142153,57506.59855324,57506.59913194371,100.0,1092868672720160428142153,11752691287,222.31645791932118,-15.868060585594545,-1.099263762264273,-0.1358310938134274,-0.38261044370528907,-0.001028140363246166,0.3680320798478312,SKYMAPPER_DR2,141530
