,mjd,ra_deg,dec_deg,ra_sigma_arcsec,dec_sigma_arcsec,mag,mag_sigma,filter,obscode,exposure_id,exposure_mjd_start,exposure_mjd_mid,exposure_duration,observation_id,healpix_id,pred_ra_deg,pred_dec_deg,pred_vra_degpday,pred_vdec_degpday,delta_ra_arcsec,delta_dec_arcsec,distance_arcsec,dataset_id,orbit_id
0,57448.708784723705,186.2787586,1.1399606,0.36699999999984,0.41199999999984,20.727911,0.0281,g,Q55,20160301165948,57448.70820602,57448.708784723705,100.0,112254262720160301165948,6891568028,186.27877598474552,1.1399489337216562,-0.1611533488321219,0.11777815256697888,0.06258508386736139,-0.04199860203772943,0.07536063300754046,SKYMAPPER_DR2,309791
1,57448.71018518371,186.2785549,1.1401896,0.36699999999984,0.41199999999984,20.319475,0.0461,r,Q55,20160301170148,57448.70960648,57448.71018518371,100.0,112254262720160301170148,6891568030,186.2785503324294,1.1401138707756755,-0.16112886156695871,0.117779640549284,-0.01644325410552483,-0.2726252075683,0.2731204447747114,SKYMAPPER_DR2,309791
2,57448.71438657371,186.2779763,1.1406784,0.036000000000000004,0.036000000000000004,20.148758,0.0672,i,Q55,20160301170751,57448.71380787,57448.71438657371,100.0,112254261720160301170751,6891568030,186.27787358890382,1.1406086956069141,-0.16104979258988672,0.11778413031838311,-0.3697599462839207,-0.2509358151094432,0.44680758885091015,SKYMAPPER_DR2,309791
3,57450.651689813705,185.9769362,1.3734147,0.036000000000000004,0.036000000000000004,20.249594,0.0302,r,Q55,20160303153733,57450.65111111,57450.651689813705,100.0,1122525961320160303153733,6891696369,185.97692626403008,1.3733911352489263,-0.17485552136896443,0.12237468258523154,-0.03576949173975663,-0.08483310386564469,0.09206181097997541,SKYMAPPER_DR2,309791
4,57452.615868053705,185.6468074,1.6177143,0.036000000000000004,0.036000000000000004,20.644728,0.01,g,Q55,20160305144558,57452.61528935,57452.615868053705,100.0,112252273320160305144558,6892080627,185.64671955197346,1.6177251000948047,-0.1868760365614764,0.12639262255733402,-0.3162528955385824,0.03888034129690965,0.3185088138788968,SKYMAPPER_DR2,309791
