,mjd,ra_deg,dec_deg,ra_sigma_arcsec,dec_sigma_arcsec,mag,mag_sigma,filter,obscode,exposure_id,exposure_mjd_start,exposure_mjd_mid,exposure_duration,observation_id,healpix_id,pred_ra_deg,pred_dec_deg,pred_vra_degpday,pred_vdec_degpday,delta_ra_arcsec,delta_dec_arcsec,distance_arcsec,dataset_id,orbit_id
0,57254.56287037371,332.1086362,-8.0281269,0.60699999999996,0.29600000000000004,19.942455,0.0217,g,Q55,20150820132939,57254.56229167,57254.56287037371,100.0,52248601320150820132939,4878791768,332.1085974639269,-8.028153166002378,-0.23683655867278017,-0.12026747740604166,-0.13944986303613405,-0.09455760855914264,0.16735623960941393,SKYMAPPER_DR2,274168
1,57254.564282403706,332.1082957,-8.0282911,0.60699999999996,0.29600000000000004,19.628727,0.0084,r,Q55,20150820133141,57254.5637037,57254.564282403706,100.0,52248601320150820133141,4878791768,332.1082630231516,-8.028322976521151,-0.2368637016666077,-0.12025170869881291,-0.1176366541585594,-0.1147554761423919,0.1635153699999106,SKYMAPPER_DR2,274168
2,57254.56848379371,332.1073148,-8.0287778,0.54599999999976,0.36799999999992,19.446108,0.0241,i,Q55,20150820133745,57254.56790509,57254.56848379371,100.0,52248141320150820133745,4878791768,332.107267702855,-8.028828103378624,-0.23693784390933798,-0.12020460650188093,-0.16954972199982876,-0.18109216304438291,0.24694267008036158,SKYMAPPER_DR2,274168
3,57254.56988426371,332.1070083,-8.0289825,0.54599999999976,0.36799999999992,19.348454,0.0596,z,Q55,20150820133947,57254.56930556,57254.56988426371,100.0,52248141320150820133947,4878791757,332.10693586146755,-8.02899643565351,-0.2369603498850523,-0.12018884907107362,-0.2607787168926734,-0.0501683526401564,0.26305074080928353,SKYMAPPER_DR2,274168
